tmdb_id,imdb_id,title,year,
11547,tt0303816,Cabin Fever,2003,
28553,tt0101531,Cadence,1991,
10164,tt0099204,Cadillac Man,1990,
14299,tt1042877,Cadillac Records,2008,
284276,tt3442006,Cake,2015,
117553,tt0106505,Calendar Girl,1993,
8696,tt0337909,Calendar Girls,2004,
239397,tt0101536,California Casanova,1991,
33339,tt0342167,Camp,2003,
17745,tt0109369,Camp Nowhere,1994,
15037,tt0127723,Can't Hardly Wait,1998,
9529,tt0103919,Candyman,1992,
10824,tt0112625,Candyman: Farewell to the Flesh,1995,
1598,tt0101540,Cape Fear,1991,
398,tt0379725,Capote,2006,
1771,tt0458339,Captain America: The First Avenger,2011,
100402,tt1843866,Captain America: The Winter Soldier,2014,
1722,tt0238112,Captain Corelli's Mandolin,2001,
299537,tt4154664,Captain Marvel,2019,
109424,tt1535109,Captain Phillips,2013,
14361,tt0103924,Captain Ron,1992,
429471,tt5968394,Captive State,2019,
14125,tt0374563,Captivity,2007,
31395,tt0109376,"Car 54, Where Are You?",1994,
49462,tt0118818,Career Girls,1997,
16270,tt0101545,Career Opportunities,1991,
6075,tt0106519,Carlito's Way,1993,
35569,tt0262462,Carman: The Champion,2001,
39283,tt0106521,Carnosaur,1993,
23945,tt0115836,Carpool,1996,
133805,tt1939659,Carrie,2013,
47018,tt0112637,Carrington,1995,
920,tt0317219,Cars,2006,
49013,tt1216475,Cars 2,2011,
9681,tt0402894,Casanova,2006,
28355,tt0795351,Case 39,2010,
45324,tt1194417,Casino Jack,2011,
36557,tt0381061,Casino Royale,2006,
8839,tt0112642,Casper,1995,
8358,tt0162222,Cast Away,2000,
1123,tt0437232,Catch a Fire,2006,
13668,tt0395495,Catch and Release,2007,
640,tt0264464,Catch Me If You Can,2002,
20483,tt0337917,Catch That Kid,2004,
287821,tt0162903,Catfish in Black Bean Sauce,2000,
536869,tt5697572,Cats,2019,
10992,tt0239395,Cats & Dogs,2001,
39691,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,2010,
24662,tt0118829,Cats Don't Dance,1997,
314,tt0327554,Catwoman,2004,
88863,tt0119988,Caught Up,1998,
15278,tt0106500,CB4,1993,
14195,tt0173716,Cecil B. Demented,2000,
52067,tt1477837,Cedar Rapids,2011,
9466,tt0120533,Celebrity,1998,
9759,tt0337921,Cellular,2004,
23449,tt0115851,Celtic Pride,1996,
10560,tt0210616,Center Stage,2000,
48303,tt1020773,Certified Copy,2011,
230779,tt1621046,Cesar Chavez,2014,
12123,tt0115857,Chain Reaction,1996,
3580,tt0824747,Changeling,2008,
1537,tt0264472,Changing Lanes,2002,
10435,tt0103939,Chaplin,1993,
198184,tt1823672,Chappie,2015,
118,tt0367594,Charlie and the Chocolate Factory,2005,
8669,tt0423977,Charlie Bartlett,2008,
37950,tt1438254,Charlie St. Cloud,2010,
6538,tt0472062,Charlie Wilson's War,2007,
4327,tt0160127,Charlie's Angels,2000,
458897,tt5033998,Charlie's Angels,2019,
9471,tt0305357,Charlie's Angels: Full Throttle,2003,
9986,tt0413895,Charlotte's Web,2006,
24405,tt0109403,Chasers,1994,
2255,tt0118842,Chasing Amy,1997,
14844,tt0360139,Chasing Liberty,2004,
82684,tt1629757,Chasing Mavericks,2012,
24621,tt0323572,Chasing Papi,2003,
8881,tt0892255,Che: Part One,2009,
11007,tt0349205,Cheaper by the Dozen,2003,
9641,tt0452598,Cheaper by the Dozen 2,2005,
212778,tt2883512,Chef,2014,
205022,tt2112124,Chennai Express,2013,
22215,tt1179258,Cheri,2009,
93856,tt1991245,Chernobyl Diaries,2012,
1574,tt0299658,Chicago,2003,
9982,tt0371606,Chicken Little,2005,
7443,tt0120630,Chicken Run,2000,
533642,tt8663516,Child's Play,2019,
11186,tt0099253,Child's Play 2,1990,
11187,tt0103956,Child's Play 3,1991,
9693,tt0206634,Children of Men,2007,
25748,tt0106557,Children of the Corn II: The Final Sacrifice,1993,
2162,tt0163579,Chill Factor,1999,
275477,tt0101578,China Cry: A True Story,1990,
26337,tt0109417,China Moon,1994,
76692,tt0255055,China: The Panda Adventure,2001,
30265,tt0118851,Chinese Box,1998,
28211,tt1352824,Chloe,2010,
392,tt0241303,Chocolat,2001,
13973,tt1024715,Choke,2008,
13673,tt0388419,Christmas with the Kranks,2004,
41682,tt0103962,Christopher Columbus: The Discovery,1992,
420814,tt4575576,Christopher Robin,2018,
76726,tt1706593,Chronicle,2012,
44490,tt0200530,Chuck & Buck,2000,
150689,tt1661199,Cinderella,2015,
921,tt0352248,Cinderella Man,2005,
22625,tt0112679,Circle of Friends,1995,
24418,tt0450405,Cirque du Freak: The Vampire's Assistant,2009,
94352,tt1792647,Cirque du Soleil: Worlds Away,2012,
13536,tt0269095,City by the Sea,2002,
11062,tt0115907,City Hall,1996,
28053,tt1174730,City Island,2010,
795,tt0120632,City of Angels,1998,
13600,tt0970411,City of Ember,2008,
18420,tt0118859,City of Industry,1997,
47821,tt0103976,City of Joy,1992,
1406,tt0101587,City Slickers,1991,
11310,tt0109439,City Slickers II: The Legend of Curly's Gold,1994,
18823,tt0800320,Clash of the Titans,2010,
30963,tt0103978,Class Act,1992,
15771,tt0101590,Class Action,1991,
26618,tt0118863,Clay Pigeons,1998,
18658,tt0109443,Clean Slate,1994,
9331,tt0109444,Clear and Present Danger,1994,
2295,tt0424345,Clerks II,2006,
9339,tt0389860,Click,2006,
9350,tt0106582,Cliffhanger,1993,
2778,tt0109447,Clifford,1994,
19016,tt0398872,Clifford's Really Big Movie,2004,
20649,tt0112688,Clockers,1995,
15028,tt0157472,Clockstoppers,2002,
146223,tt2218003,Closed Circuit,2013,
2288,tt0376541,Closer,2004,
83542,tt1371111,Cloud Atlas,2012,
22794,tt0844471,Cloudy with a Chance of Meatballs,2009,
109451,tt1985966,Cloudy with a Chance of Meatballs 2,2013,
7191,tt1060277,Cloverfield,2008,
11217,tt0331953,Club Dread,2004,
251367,tt0099280,Club Fed,1990,
9603,tt0112697,Clueless,1995,
7214,tt0393162,Coach Carter,2005,
29973,tt0109450,Cobb,1994,
11156,tt1035736,Coco Before Chanel,2009,
38984,tt1023441,Coco Chanel & Igor Stravinsky,2010,
14396,tt0462229,Code Name: The Cleaner,2007,
883,tt0379217,Coffee and Cigarettes,2004,
12767,tt0331468,Cold Creek Manor,2003,
2289,tt0159365,Cold Mountain,2003,
438650,tt5719748,Cold Pursuit,2019,
1538,tt0369339,Collateral,2004,
9884,tt0233469,Collateral Damage,2002,
13991,tt0844671,College,2008,
13493,tt0997047,College Road Trip,2008,
62835,tt1657507,Colombiana,2011,
2124,tt0109456,Color of Night,1994,
32074,tt0101606,Company Business,1991,
1701,tt0118880,Con Air,1997,
37430,tt0816462,Conan the Barbarian,2011,
9612,tt0106598,Coneheads,1993,
20048,tt1093908,Confessions of a Shopaholic,2009,
11132,tt0361467,Confessions of a Teenage Drama Queen,2004,
10743,tt0310910,Confidence,2003,
10329,tt0112715,Congo,1995,
15673,tt0345074,Connie and Carla,2004,
37753,tt0104006,Consenting Adults,1992,
8834,tt0118883,Conspiracy Theory,1997,
561,tt0360486,Constantine,2005,
686,tt0118884,Contact,1997,
39538,tt1598778,Contagion,2011,
77866,tt1524137,Contraband,2012,
45094,tt1244754,Conviction,2010,
9465,tt0126250,Cookie's Fortune,1999,
1496,tt0101615,Cool as Ice,1991,
864,tt0106611,Cool Runnings,1993,
14239,tt0104009,Cool World,1992,
12574,tt0106613,Cop and ½,1993,
2142,tt0118887,Cop Land,1997,
23742,tt1385867,Cop Out,2010,
26261,tt0109480,Cops & Robbersons,1994,
1710,tt0112722,Copycat,1995,
14836,tt0327597,Coraline,2009,
17708,tt0250310,Corky Romano,2001,
279930,tt0099305,Corporate Affairs,1990,
3933,tt0121164,Corpse Bride,2005,
10464,tt0109484,"Corrina, Corrina",1994,
599975,tt10039344,Countdown,2019,
45272,tt1555064,Country Strong,2011,
19899,tt1078940,Couples Retreat,2009,
43912,tt0097115,Courage Mountain,1990,
10684,tt0115956,Courage Under Fire,1996,
72213,tt1630036,Courageous,2011,
50043,tt0118894,Cousin Bette,1998,
11299,tt0275277,Cowboy Bebop: The Movie,2003,
49849,tt0409847,Cowboys & Aliens,2011,
6282,tt0200550,Coyote Ugly,2000,
10623,tt0306685,Cradle 2 the Grave,2003,
32274,tt0150216,Cradle Will Rock,2000,
1948,tt0479884,Crank,2006,
15092,tt1121931,Crank: High Voltage,2009,
1640,tt0375679,Crash,2005,
884,tt0115964,Crash,1997,
511987,tt8364368,Crawl,2019,
25196,tt1263670,Crazy Heart,2010,
31306,tt0142201,Crazy in Alabama,1999,
16814,tt0099316,Crazy People,1990,
455207,tt3104988,Crazy Rich Asians,2018,
50646,tt1570728,"Crazy, Stupid, Love.",2011,
10691,tt0250224,Crazy/Beautiful,2001,
480530,tt6343314,Creed II,2018,
14198,tt0362526,Criminal,2004,
8963,tt0112740,Crimson Tide,1995,
70423,tt0104027,CrissCross,1992,
9290,tt0231402,Crocodile Dundee in Los Angeles,2001,
106135,tt1954352,Crooked Arrows,2012,
34152,tt0109504,Crooklyn,1994,
14351,tt0473024,Crossover,2006,
17130,tt0275022,Crossroads,2002,
12706,tt0159382,Croupier,2000,
796,tt0139134,Cruel Intentions,1999,
10092,tt0384286,Cry Wolf,2005,
9768,tt0099329,Cry-Baby,1990,
9975,tt0381971,Curious George,2006,
11894,tt0101635,Curly Sue,1991,
10012,tt0257516,Cursed,2005,
1408,tt0112760,Cutthroat Island,1995,
39053,tt1336617,Cyrus,2010,
11164,tt0109520,D2: The Mighty Ducks,1994,
10680,tt0116000,D3: The Mighty Ducks,1996,
7551,tt0453467,Déj� Vu,2006,
14144,tt0462244,Daddy Day Camp,2007,
10708,tt0317303,Daddy Day Care,2003,
121895,tt0099341,Daddy Nostalgia,1991,
21030,tt0099342,Daddy's Dyin'... Who's Got the Will?,1990,
16555,tt0778661,Daddy's Little Girls,2007,
152532,tt0790636,Dallas Buyers Club,2013,
11012,tt0104237,Damage,1993,
7211,tt0480242,Dan in Real Life,2007,
21724,tt1153706,Dance Flick,2009,
17915,tt0120576,Dance with Me,1998,
16,tt0168629,Dancer in the Dark,2000,
581,tt0099348,Dances with Wolves,1990,
5332,tt0120643,Dancing at Lughnasa,1998,
8583,tt0118892,Dangerous Beauty,1998,
52855,tt0118927,Dangerous Ground,1997,
9909,tt0112792,Dangerous Minds,1995,
256924,tt1772288,Danny Collins,2015,
9619,tt0118928,Dante's Peak,1997,
9480,tt0287978,Daredevil,2003,
19384,tt0099817,Dark Angel,1990,
4911,tt0279331,Dark Blue,2003,
2666,tt0118929,Dark City,1998,
320288,tt6565702,Dark Phoenix,2019,
62213,tt1077368,Dark Shadows,2012,
145135,tt2387433,Dark Skies,2013,
9009,tt0382628,Dark Water,2005,
552178,tt9071322,Dark Waters,2019,
9556,tt0099365,Darkman,1990,
11056,tt0273517,Darkness,2004,
10727,tt0282209,Darkness Falls,2003,
10073,tt0466342,Date Movie,2006,
35056,tt1279935,Date Night,2010,
68427,tt0104057,Daughters of the Dust,1991,
11566,tt0106673,Dave,1993,
924,tt0363547,Dawn of the Dead,2004,
119450,tt2103281,Dawn of the Planet of the Apes,2014,
19901,tt0433362,Daybreakers,2010,
11228,tt0116040,Daylight,1996,
2119,tt0099371,Days of Thunder,1990,
15237,tt0352277,De-Lovely,2004,
11498,tt0101669,Dead Again,1991,
922,tt0112817,Dead Man,1996,
102362,tt2101341,Dead Man Down,2013,
14557,tt0118301,Dead Man on Campus,1998,
687,tt0112818,Dead Man Walking,1996,
11443,tt0112819,Dead Presidents,1995,
14001,tt0455760,Dead Silence,2007,
383498,tt5463162,Deadpool 2,2018,
8981,tt0377752,Dear Frankie,2005,
38554,tt0116059,Dear God,1996,
22971,tt0989757,Dear John,2010,
10531,tt0109579,Death and the Maiden,1995,
34803,tt1321509,Death at a Funeral,2010,
2196,tt0795368,Death at a Funeral,2007,
9374,tt0104070,Death Becomes Her,1992,
10483,tt0452608,Death Race,2008,
11835,tt0804461,Death Sentence,2007,
9275,tt0266452,Death to Smoochy,2002,
17466,tt0099385,Death Warrant,1990,
395990,tt1137450,Death Wish,2018,
34746,tt0109578,Death Wish V: The Face of Death,1994,
28455,tt0101694,Deceived,1991,
13018,tt0800240,Deception,2008,
9969,tt0790604,Deck the Halls,2006,
2639,tt0118954,Deconstructing Harry,1998,
8914,tt0149261,Deep Blue Sea,1999,
20676,tt0104073,Deep Cover,1992,
8656,tt0120647,Deep Impact,1998,
9457,tt0118956,Deep Rising,1998,
71853,tt0099395,Def by Temptation,1990,
12186,tt0101698,Defending Your Life,1991,
41787,tt0099397,Defenseless,1991,
13813,tt1034303,Defiance,2009,
8390,tt0832266,"Definitely, Maybe",2008,
67109,tt1934231,Delhi Belly,2011,
28117,tt0101701,Delirious,1991,
26454,tt0301181,Deliver Us from Eva,2003,
184346,tt2377322,Deliver Us from Evil,2014,
146239,tt2387559,Delivery Man,2013,
14547,tt0800003,Delta Farce,2007,
19086,tt0099399,Delta Force 2: The Colombian Connection,1990,
9739,tt0106697,Demolition Man,1993,
449443,tt1259528,Den of Thieves,2018,
12139,tt0106701,Dennis the Menace,1993,
8999,tt0398017,Derailed,2005,
8068,tt0112851,Desperado,1995,
31676,tt0099409,Desperate Hours,1990,
9458,tt0118966,Desperate Measures,1998,
20352,tt1323594,Despicable Me,2010,
93456,tt1690953,Despicable Me 2,2013,
62488,tt0112854,Destiny Turns on the Radio,1995,
505513,tt7752454,Detective Chinatown 2,2018,
9781,tt0165710,Detroit Rock City,1999,
11453,tt0367652,Deuce Bigalow: European Gigolo,2005,
10402,tt0205000,Deuce Bigalow: Male Gigolo,1999,
13201,tt0231448,Deuces Wild,2002,
44040,tt1314655,Devil,2010,
8512,tt0112857,Devil in a Blue Dress,1995,
79316,tt2752758,Devil's Due,2014,
10988,tt0116095,Diabolique,1996,
16186,tt0422093,Diary of a Mad Black Woman,2005,
33217,tt1196141,Diary of a Wimpy Kid,2010,
82650,tt2023453,Diary of a Wimpy Kid: Dog Days,2012,
60307,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011,
16406,tt0144168,Dick,1999,
8592,tt0099422,Dick Tracy,1990,
13778,tt0325258,Dickie Roberts: Former Child Star,2003,
24438,tt1314228,Did You Hear About the Morgans?,2009,
36669,tt0246460,Die Another Day,2002,
1573,tt0099423,Die Hard 2,1990,
1572,tt0112864,Die Hard: With a Vengeance,1995,
19143,tt0104107,Diggstown,1992,
20455,tt0259974,Digimon: The Movie,2000,
38778,tt0427152,Dinner for Schmucks,2010,
10567,tt0130623,Dinosaur,2000,
10677,tt0338096,Dirty Dancing: Havana Nights,2004,
3472,tt0301199,Dirty Pretty Things,2003,
14577,tt0120654,Dirty Work,1998,
13805,tt1213644,Disaster Movie,2008,
8984,tt0109635,Disclosure,1994,
127517,tt1433811,Disconnect,2013,
17654,tt1136608,District 9,2009,
8271,tt0486822,Disturbia,2007,
9424,tt0134619,Disturbing Behavior,1998,
157350,tt1840309,Divergent,2014,
9583,tt0279778,Divine Secrets of the Ya-Ya Sisterhood,2002,
68718,tt1853728,Django Unchained,2012,
309425,tt4056738,Do You Believe?,2015,
11821,tt0101745,Doc Hollywood,1991,
3050,tt0118998,Doctor Dolittle,1998,
501170,tt5606664,Doctor Sleep,2019,
9472,tt0364725,DodgeBall: A True Underdog Story,2004,
477510,tt7365604,Dog Days,2018,
1832,tt0120655,Dogma,1999,
553,tt0276919,Dogville,2004,
448119,tt6673612,Dolittle,2020,
11929,tt0109642,Dolores Claiborne,1995,
62837,tt1564349,Dolphin Tale,2011,
227735,tt2978462,Dolphin Tale 2,2014,
11456,tt0249478,Domestic Disturbance,2001,
9923,tt0421054,Domino,2005,
138697,tt2229499,Don Jon,2013,
1909,tt0112883,Don Juan DeMarco,1995,
10607,tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,
46261,tt1270761,Don't Be Afraid of the Dark,2011,
539651,tt6803212,Don't Let Go,2019,
12103,tt0260866,Don't Say a Word,2001,
21433,tt0099450,Don't Tell Her It's Me,1990,
15413,tt0101757,Don't Tell Mom the Babysitter's Dead,1991,
9366,tt0119008,Donnie Brasco,1997,
24432,tt0763304,Doogal,2006,
8814,tt0419706,Doom,2005,
13460,tt0483607,Doomsday,2008,
308639,tt3850214,Dope,2015,
499701,tt7547410,Dora and the Lost City of Gold,2019,
2436,tt0106761,Double Dragon,1994,
9594,tt0101764,Double Impact,1991,
10398,tt0150377,Double Jeopardy,1999,
9405,tt0119013,Double Team,1997,
14359,tt0918927,Doubt,2008,
16508,tt0187819,Doug's 1st Movie,1999,
125582,tt0142231,Down in the Delta,1998,
9101,tt0116130,Down Periscope,1996,
16300,tt0231775,Down to Earth,2001,
10472,tt0186975,Down to You,2000,
10720,tt0309530,Down with Love,2003,
560391,tt4558376,Downhill,2020,
535544,tt6398184,Downton Abbey,2019,
60778,tt0099460,Downtown,1990,
10808,tt0240462,Dr. Dolittle 2,2001,
37527,tt0104139,Dr. Giggles,1992,
37019,tt0112895,Dr. Jekyll and Ms. Hyde,1995,
10763,tt0205271,Dr. T & the Women,2000,
10577,tt0219653,Dracula 2000,2000,
49017,tt0829150,Dracula Untold,2014,
12110,tt0112896,Dracula: Dead and Loving It,1995,
200505,tt2223990,Draft Day,2014,
16871,tt1127180,Drag Me to Hell,2009,
10253,tt0372873,Dragon Wars: D-War,2007,
10423,tt0106770,Dragon: The Bruce Lee Story,1993,
14164,tt1098327,Dragonball Evolution,2009,
10052,tt0259288,Dragonfly,2002,
8840,tt0116136,DragonHeart,1996,
69668,tt1462041,Dream House,2011,
6171,tt0285531,Dreamcatcher,2003,
12920,tt0418647,Dreamer: Inspired By a True Story,2005,
1125,tt0443489,Dreamgirls,2006,
12516,tt0100998,Dreams,1990,
49049,tt1343727,Dredd,2012,
8457,tt0817538,Drillbit Taylor,2008,
64690,tt0780504,Drive,2011,
47327,tt1502404,Drive Angry,2011,
14429,tt0164114,Drive Me Crazy,1999,
10477,tt0132245,Driven,2001,
10379,tt0101775,Drop Dead Fred,1991,
10490,tt0157503,Drop Dead Gorgeous,1999,
4954,tt0109676,Drop Zone,1994,
25166,tt0186045,Drowning Mona,2000,
13497,tt0303933,Drumline,2002,
10837,tt0099472,DuckTales: The Movie - Treasure of the Lost Lamp,1990,
8859,tt0242423,"Dude, Where's My Car?",2000,
17709,tt0160236,Dudley Do-Right,1999,
41733,tt1231583,Due Date,2010,
18074,tt0134630,Duets,2000,
8467,tt0109686,Dumb and Dumber,1994,
100042,tt2096672,Dumb and Dumber To,2014,
10152,tt0329028,Dumb and Dumberer: When Harry Met Lloyd,2003,
329996,tt3861390,Dumbo,2019,
11849,tt0190374,Dungeons & Dragons,2000,
17414,tt0116151,Dunston Checks In,1996,
7288,tt0266489,Duplex,2003,
16558,tt1135487,Duplicity,2009,
25330,tt0101786,Dutch,1991,
9079,tt0101787,Dying Young,1991,
43935,tt1013860,Dylan Dog: Dead of Night,2011,
13027,tt1059786,Eagle Eye,2008,
387592,tt4701724,Early Man,2018,
238603,tt2183034,Earth to Echo,2014,
10557,tt0166175,East Is East,2000,
2252,tt0765443,Eastern Promises,2007,
37735,tt1282140,Easy A,2010,
16899,tt0808244,Easy Virtue,2009,
38167,tt0879870,Eat Pray Love,2010,
41811,tt0099480,Eating,1990,
32308,tt0116165,Ed,1996,
522,tt0109707,Ed Wood,1994,
11107,tt0116168,Eddie,1996,
12201,tt1226273,Edge of Darkness,2010,
137113,tt1631867,Edge of Tomorrow,2014,
11374,tt0131369,Edtv,1999,
162,tt0099487,Edward Scissorhands,1990,
9036,tt0397313,Eight Below,2006,
13376,tt0271263,Eight Crazy Nights,2002,
8869,tt0271367,Eight Legged Freaks,2002,
489925,tt7014006,Eighth Grade,2018,
15934,tt0458522,El cantante,2007,
9451,tt0126886,Election,1999,
11671,tt0974554,Elegy,2008,
9947,tt0357277,Elektra,2005,
1807,tt0363589,Elephant,2003,
10719,tt0319343,Elf,2003,
4518,tt0127536,Elizabeth,1999,
4517,tt0414055,Elizabeth: The Golden Age,2007,
9621,tt0368709,Elizabethtown,2005,
14442,tt0327679,Ella Enchanted,2004,
68724,tt1535108,Elysium,2013,
3573,tt0116191,Emma,1996,
556678,tt9214832,Emma.,2020,
13369,tt0262396,Empire,2002,
9794,tt0424993,Employee of the Month,2006,
4523,tt0461770,Enchanted,2007,
10406,tt0104187,Encino Man,1992,
9946,tt0146675,End of Days,1999,
14120,tt0399862,End of the Spear,2006,
77016,tt1855199,End of Watch,2012,
80274,tt1731141,Ender's Game,2013,
226857,tt2318092,Endless Love,2014,
181886,tt2316411,Enemy,2014,
853,tt0215750,Enemy at the Gates,2001,
9798,tt0120660,Enemy of the State,1998,
10491,tt0157583,Enigma,2002,
1957,tt0278435,Enough,2002,
209263,tt2390361,Enough Said,2013,
188222,tt1674771,Entourage,2015,
1844,tt0137494,Entrapment,1999,
10710,tt0326856,Envy,2004,
116711,tt0848537,Epic,2013,
9760,tt0799949,Epic Movie,2007,
7299,tt0238380,Equilibrium,2002,
2486,tt0449010,Eragon,2006,
9268,tt0116213,Eraser,1996,
462,tt0195685,Erin Brockovich,2000,
18943,tt0099512,Ernest Goes to Jail,1990,
34300,tt0106827,Ernest Rides Again,1993,
32685,tt0101821,Ernest Scared Stupid,1991,
46643,tt0109742,Erotique,1995,
10061,tt0116225,Escape from L.A.,1996,
68179,tt0765446,Escape from Planet Earth,2013,
107846,tt1211956,Escape Plan,2013,
522681,tt5886046,Escape Room,2019,
38,tt0338013,Eternal Sunshine of the Spotless Mind,2004,
9352,tt0356150,EuroTrip,2004,
2698,tt0413099,Evan Almighty,2007,
45096,tt0101831,Eve of Destruction,1991,
45153,tt0119080,Eve's Bayou,1997,
21868,tt0298856,Evelyn,2002,
34444,tt0106834,Even Cowgirls Get the Blues,1994,
6022,tt0765447,Evening,2007,
8413,tt0119081,Event Horizon,1997,
9454,tt0120631,EverAfter,1998,
465136,tt7026672,Every Day,2018,
401545,tt4964788,Everybody Knows,2019,
41816,tt0099520,Everybody Wins,1990,
26171,tt0780511,Everybody's Fine,2009,
9716,tt0116242,Everyone Says I Love You,1997,
15213,tt0430779,Everyone's Hero,2006,
340,tt0404030,Everything is Illuminated,2005,
109428,tt1288558,Evil Dead,2013,
8818,tt0116250,Evita,1997,
9397,tt0251075,Evolution,2001,
264660,tt0470752,Ex Machina,2015,
26180,tt0119086,Excess Baggage,1997,
24227,tt0104215,Excessive Force,1993,
2320,tt0116253,Executive Decision,1996,
1946,tt0120907,eXistenZ,1999,
18395,tt0109758,Exit to Eden,1994,
10877,tt0242445,Exit Wounds,2001,
147441,tt1528100,Exodus: Gods and Kings,2014,
11026,tt0204313,Exorcist: The Beginning,2004,
20156,tt0109759,Exotica,1995,
12569,tt1225822,Extract,2009,
27569,tt1244659,Extraordinary Measures,2010,
11306,tt0116259,Extreme Measures,1996,
15074,tt0283160,Extreme Ops,2002,
64685,tt0477302,Extremely Loud & Incredibly Close,2012,
17182,tt0116260,Eye for an Eye,1996,
18681,tt0120662,Eye of the Beholder,2000,
345,tt0120663,Eyes Wide Shut,1999,
16820,tt0101846,F/X2,1991,
754,tt0119094,Face/Off,1997,
18925,tt0805526,Facing the Giants,2006,
12271,tt0432402,Factory Girl,2007,
6877,tt0427229,Failure to Launch,2006,
11859,tt0113010,Fair Game,1995,
38363,tt0977855,Fair Game,2010,
29911,tt0119095,FairyTale: A True Story,1997,
47502,tt0116269,Faithful,1996,
9411,tt0119099,Fallen,1998,
37094,tt0106856,Falling Down,1993,
28665,tt1016075,Fame,2009,
49948,tt0120910,Fantasia 2000,2000,
338952,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018,
9738,tt0120667,Fantastic Four,2005,
1979,tt0486576,Fantastic Four: Rise of the Silver Surfer,2007,
10315,tt0432283,Fantastic Mr. Fox,2009,
539537,tt0983946,Fantasy Island,2020,
11259,tt0104231,Far and Away,1992,
10712,tt0297884,Far from Heaven,2003,
27985,tt0113028,Far from Home: The Adventures of Yellow Dog,1995,
250734,tt2935476,Far from the Madding Crowd,2015,
275,tt0116282,Fargo,1996,
13804,tt1013752,Fast & Furious,2009,
82992,tt1905041,Fast & Furious 6,2013,
384018,tt6806448,Fast & Furious Presents: Hobbs & Shaw,2019,
51497,tt1596343,Fast Five,2011,
41283,tt1433108,Faster,2010,
15045,tt0396592,Fat Albert,2004,
26141,tt0106873,Fatal Instinct,1993,
65137,tt0106877,Father Hood,1993,
11846,tt0101862,Father of the Bride,1991,
11862,tt0113041,Father of the Bride Part II,1995,
12499,tt0119109,Fathers' Day,1997,
10543,tt0116287,Fear,1996,
1878,tt0120669,Fear and Loathing in Las Vegas,1998,
9544,tt0295254,FearDotCom,2002,
7549,tt0446059,Fearless,2006,
10443,tt0106881,Fearless,1993,
14313,tt0800027,Feast of Love,2007,
30319,tt0756703,Feel The Noise,2007,
12656,tt0116289,Feeling Minnesota,1996,
9280,tt0280665,Femme Fatale,2002,
13225,tt0104254,FernGully: The Last Rainforest,1992,
11431,tt0332047,Fever Pitch,2005,
12145,tt0119115,Fierce Creatures,1997,
337167,tt4477536,Fifty Shades Freed,2018,
216015,tt2322441,Fifty Shades of Grey,2015,
550,tt0137523,Fight Club,1999,
17336,tt1082601,Fighting,2009,
445629,tt6513120,Fighting with My Family,2019,
84197,tt1869425,Filly Brown,2013,
4823,tt0104265,Final Analysis,1992,
9532,tt0195714,Final Destination,2000,
9358,tt0309593,Final Destination 2,2003,
9286,tt0414982,Final Destination 3,2006,
55779,tt1622979,Final Destination 5,2011,
2114,tt0173840,Final Fantasy: The Spirits Within,2001,
9950,tt0419749,Find Me Guilty,2006,
711,tt0181536,Finding Forrester,2001,
12,tt0266543,Finding Nemo,2003,
866,tt0308644,Finding Neverland,2004,
6470,tt0099575,Fire Birds,1990,
14289,tt0119123,Fire Down Below,1997,
15613,tt0106912,Fire in the Sky,1993,
17927,tt1083456,Fired Up!,2009,
10107,tt0476995,Firehouse Dog,2007,
14438,tt1129423,Fireproof,2008,
41417,tt0120670,Firestorm,1998,
9754,tt0408345,Firewall,2006,
13969,tt0361620,First Daughter,2004,
12559,tt0116311,First Kid,1996,
6520,tt0113071,First Knight,1995,
369972,tt1213641,First Man,2018,
14423,tt0486578,First Sunday,2008,
527641,tt6472976,Five Feet Apart,2019,
3683,tt0418689,Flags of Our Fathers,2006,
14914,tt1054588,Flash of Genius,2008,
12719,tt0099581,Flashback,1990,
1551,tt0099582,Flatliners,1990,
31582,tt0155711,Flawless,1999,
13195,tt0780516,Flawless,2008,
18550,tt0116320,Fled,1996,
18551,tt0106926,Flesh and Bone,1993,
14012,tt0434215,Flicka,2006,
87502,tt1907668,Flight,2012,
18886,tt0099587,Flight of the Intruder,1991,
11866,tt0377062,Flight of the Phoenix,2004,
9315,tt0408790,Flightplan,2005,
43949,tt0817177,Flipped,2010,
36355,tt0116322,Flipper,1996,
21828,tt0101898,Flirting,1992,
2074,tt0116324,Flirting with Disaster,1996,
9574,tt0119137,Flubber,1997,
21183,tt0113089,Fluke,1995,
11619,tt0424095,Flushed Away,2006,
11076,tt0116329,Fly Away Home,1996,
13956,tt0486321,Fly Me to the Moon,2008,
9664,tt0454824,Flyboys,2006,
256591,tt2381941,Focus,2015,
18495,tt0104283,Folks!,1992,
8676,tt0770752,Fool's Gold,2008,
27455,tt0166195,Foolish,1999,
1968,tt0119141,Fools Rush In,1997,
68817,tt1068242,Footloose,2011,
44944,tt1405500,For Colored Girls,2010,
96399,tt1566501,For Greater Glory: The True Story of Cristiada,2012,
10390,tt0126916,For Love of the Game,1999,
9024,tt0106941,For Love or Money,1993,
10371,tt0119142,For Richer or Poorer,1997,
25221,tt0101902,For the Boys,1991,
